timestamp,open,high,low,close,volume
2017-11-01,1845.45,1846.12,1827.97,1832.52,40494600.0
2017-11-02,1832.52,1832.71,1813.99,1818.26,44623800.0
2017-11-05,1818.26,1822.12,1781.66,1787.67,73344496.0
2017-11-06,1787.67,1805.88,1775.88,1776.45,59516100.0
2017-11-07,1776.45,1790.65,1758.34,1758.78,51459200.0
2017-11-08,1758.78,1759.61,1727.16,1737.2,55760000.0
2017-11-09,1737.2,1758.57,1718.27,1738.5,79774304.0
2017-11-12,1738.5,1743.17,1716.67,1739.78,40810600.0
2017-11-13,1739.78,1750.87,1728.51,1750.77,51062200.0
2017-11-14,1750.77,1817.77,1750.14,1809.62,72696704.0
2017-11-15,1809.62,1821.54,1789.14,1791.48,85170704.0
2017-11-16,1791.48,1791.25,1771.25,1777.7,45789700.0
2017-11-19,1777.7,1777.7,1745.25,1752.83,34177500.0
2017-11-20,1752.83,1754.09,1740.61,1742.07,32349900.0
2017-11-21,1742.07,1753.76,1736.49,1745.36,32723400.0
2017-11-22,1742.07,1758.8,1743.73,1751.96,0.0
2017-11-23,1751.96,1777.97,1751.78,1776.35,65635300.0
2017-11-26,1776.35,1806.13,1776.35,1804.87,66891500.0
2017-11-27,1804.87,1816.72,1798.92,1802.08,88553504.0
2017-11-28,1802.08,1815.95,1798.23,1815.95,114906000.0
2017-11-29,1815.95,1875.75,1814.25,1857.57,136644000.0
2017-11-30,1857.57,1864.76,1840.57,1863.64,94417504.0
2017-12-04,1863.64,1877.13,1842.18,1843.58,75419696.0
2017-12-05,1843.58,1853.3,1835.26,1850.19,35471100.0
2017-12-06,1850.19,1874.77,1849.52,1874.77,77257696.0
2017-12-10,1874.77,1901.53,1853.58,1854.43,73264704.0
2017-12-11,1854.43,1856.72,1845.42,1848.96,41989000.0
2017-12-12,1848.96,1849.36,1826.15,1828.33,51899600.0
2017-12-13,1828.33,1842.91,1820.31,1842.89,31193700.0
2017-12-14,1842.89,1845.48,1837.18,1845.48,72623400.0
2017-12-17,1845.48,1847.12,1831.19,1833.02,105989000.0
2017-12-18,1833.02,1841.97,1828.8,1830.98,74447000.0
